"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"11	""EAF 17590 lldm1 corrected_bw.txt""	6.69068	""R""	0.61827	0	0	0.51368	0.00206	-0.00507	-0.0038	-0.0035	0.01576	0.00388	0.00503	0.01896	0.00446	-0.00037	0.00469	-0.00443	-0.00113	0.00744	0.00522	0.00077	0.00172	0.00121	-0.00095	0.00471	-0.00068	0.00452	-0.00485	-0.00126	-0.00059	0.00164	0.00222	-0.00081	-0.00018	0.00162	0.0016	0.0007	0.00061	0.00146	-0.0017	-0.00058	-0.00044	0.00171	-0.00053	-0.00027	0.00005	0.00042	0.00018	0.00085	-0.00046	0.00028	-0.00097	0.00011	-0.00023	0.00002	-0.00048	-0.00011	-0.00047	0	0.00038	0.00006	-0.00053	-0.00004	0.00024	0.00023	-0.00037	-0.00012	-0.00032	-0.00022	-0.00038	0.00006	-0.00027	-0.00032	-0.00043	-0.00015	0.00024	0.00019	-0.00008	0.00001	0.00033	-0.00019	-0.00022	-0.00005	-0.00016	-0.00031	-0.00003	0.00012	-0.00015	0.00001	-0.00002	-0.00018	0.00002	-0.0001	-0.00005	-0.00009	-0.00007	0.00005	0.00012	-0.00013	0.00004	-0.00008	-0.00009	-0.00012	0.00006	-0.00001	0.00006	0	0.00023	0.00013	-0.00001	-0.00006	0.00006	-0.00014	0.00002	0.00015	0.00003	-0.00004	0.00004	-0.00004	0.00005	0.00004	0.00004	0.00008	-0.0001	0.00004	-0.00002	0.0001	0.00015	0.00005	0.00004	-0.00004	-0.00006	-0.00003	-0.00008	0.0001	-0.00013	0.00005	0.00006	-0.00005	0.00004	0.00002	-0.00006	0.00008	0.00006	-0.00004	-0.00002	-0.00003	0	0.00007	0	0.00003	-0.00004	-0.00003	-0.00001	0.00007	0.00009	-0.00006	-0.00002	-0.00002	-0.00002	0.00003	0.00003	0.00011	-0.00001	0.00004	-0.00004	0.00001	0.00002	0	0.00002	0	-0.00016	-0.00003	-0.00003	0.00003	0.00003	-0.00001	0.00004	-0.00011	-0.00002	0.00003	-0.00001	0.00003	-0.00005	-0.00002	0	-0.00007	0.00007	0	-0.00002	0	0	0.00006	0.00001	-0.00003	-0.00003	-0.00004	-0.00001	-0.00001	0.00001	-0.00007"
"12	""EAF 19226 lrdm1 flipped_bw.txt""	7.03709	""R""	0.61305	0	0	0.51836	-0.00037	-0.01093	-0.02273	0.00649	0.01388	0.01128	0.01555	0.0217	-0.00247	-0.01014	0.00824	-0.0006	-0.00072	0.00564	-0.01132	-0.00462	-0.00231	-0.00287	-0.00153	0.00179	0.0006	0.00098	0.00396	0.00174	-0.0003	-0.00164	0.00194	-0.00192	-0.00123	0.00157	-0.00141	-0.00028	0.00016	0.00015	0.00028	0.00086	-0.00022	0.00129	0.00034	-0.0004	0.00049	-0.00033	-0.00041	-0.00062	-0.0001	0.00015	-0.00119	-0.00037	0.00011	0.00003	0.00037	0.00081	0.0002	-0.00011	0.00046	0.00025	-0.00014	0.00003	0.00003	-0.00016	-0.00005	-0.00009	-0.00016	-0.00025	-0.00013	0.00045	0.00024	0.00005	0.00025	-0.00004	0.00008	0.00015	0.00006	0.00028	-0.00017	-0.00026	-0.00003	-0.00015	-0.00011	0.00004	0.00013	0.00024	-0.00003	0.00004	0.00001	-0.00005	0.00014	0.00009	0.00012	0.00006	-0.00003	-0.00009	-0.00015	0.00001	-0.00002	0.00009	0.00001	0.00007	-0.00007	0.00015	-0.00004	0	-0.00002	-0.00006	0.00001	-0.00004	0.00001	-0.00015	-0.00001	-0.00008	-0.00002	-0.00006	0.00001	0.00004	0.00001	0.0001	0.00002	0.00002	0.00011	0.00007	-0.00003	-0.00005	-0.00007	0	0	0.00005	-0.00001	-0.00007	-0.00003	-0.00002	-0.00003	-0.00005	0.00006	0.00004	0.00001	0.00004	0.00008	-0.00001	0.00007	-0.00007	-0.00004	-0.00001	-0.00003	0.00002	0.00007	0.00001	-0.00006	0.00011	-0.00005	0.00007	0.0001	-0.00002	0.00004	-0.00002	0.00002	-0.00004	0.00001	0.00008	0	-0.00007	0.00003	0.00004	0	0.00001	0	0.00007	-0.00001	0.00007	0.00007	-0.00002	-0.00008	0.00001	-0.00006	0.00002	0.00001	-0.00003	0.00004	-0.00006	0	0.00002	-0.00008	0.00008	0.00004	0.00004	0.00001	-0.00005	0.00003	0.00005	-0.00005	0.00005	-0.00003	-0.00008	-0.00006	-0.00006	-0.00004	0.00006"
"13	""EAF 25068 lldm1 corrected_bw.txt""	6.92609	""R""	0.62296	0	0	0.50934	-0.00457	0.00172	-0.00104	0.00604	0.01194	0.00682	0.00967	0.02926	-0.0012	0.00148	0.00273	-0.00635	-0.00453	0.00579	-0.0036	-0.00349	-0.00151	0.00148	-0.00165	0.00518	-0.00056	0.0023	-0.00032	-0.00161	-0.00159	0.00081	0.00111	-0.00273	-0.00001	0.00076	-0.00063	0.00058	-0.00019	0.00098	-0.00027	-0.00004	-0.00006	0.00027	0.00011	-0.0002	0.00001	0.00018	-0.0004	0.00008	-0.00014	0.00012	0.00004	-0.00012	-0.00013	0.00016	0.00039	-0.00003	-0.00011	-0.00008	-0.00024	0.00024	-0.00012	0.00015	-0.00018	-0.0001	-0.00023	-0.00022	0.00009	-0.00017	-0.00007	0.00017	0.00014	0.00007	-0.00031	-0.0001	0.00015	0.00027	0.00011	0.00015	-0.00007	-0.00031	-0.00032	0.00009	0.00011	-0.00018	0.00014	0.00003	-0.00002	0.00021	-0.00011	0.00011	-0.00005	-0.00005	-0.00005	-0.0001	-0.0001	0.00011	-0.00001	0.00004	-0.00002	-0.00008	-0.00014	-0.00015	-0.00001	0.00004	0.00012	0.00001	0.00003	-0.00007	-0.00005	-0.00017	-0.00002	-0.00014	0.00008	0.00001	-0.00002	0.00005	0.00002	-0.00008	0.00012	0.00004	-0.00001	0.00005	0.00009	0.00011	0.00002	0.00003	0.00005	-0.00003	-0.0001	0.00003	-0.00011	-0.00001	0.00005	0.00008	0.00002	0	-0.00008	-0.00003	0	0.00001	0.00005	0.00003	-0.00006	0.00001	-0.00009	-0.00006	-0.00002	0.00001	-0.00001	-0.00003	-0.00005	0.00007	-0.00001	-0.00007	-0.00001	-0.00007	-0.00001	-0.00006	0.00001	-0.00006	0.00004	-0.00001	0.00007	-0.00001	0.00002	-0.00003	-0.00001	-0.00001	0.00006	0.00006	0.00005	0.00002	0.0001	0	0.00004	-0.00009	0.00005	0.00004	-0.00004	-0.00003	0.00008	0.00001	-0.00001	0.00009	-0.00002	-0.00001	-0.00007	0.00009	-0.00001	-0.00001	-0.00001	0.00004	-0.00005	-0.00001	0.00007	-0.00005	-0.00008	-0.00002	-0.00001	0.00002"
"14	""EAF 25088 lldm1_bw.txt""	7.2583	""R""	0.60428	0	0	0.52665	-0.00055	0.00184	0.00358	-0.00167	0.00835	0.01343	0.01694	0.01579	0.00024	0.0028	0.00199	-0.00002	-0.00247	0.01259	-0.00457	-0.00095	-0.00204	0.00042	-0.00304	0.00219	-0.00009	0.00431	-0.00258	-0.00192	-0.00232	-0.00022	0.00128	-0.00072	0.00012	0.00158	0.00008	0.0005	-0.0007	0.00098	0.00033	-0.00118	-0.00055	0.00061	-0.00075	-0.00023	0.0006	0.00014	-0.00086	-0.00047	-0.0001	0.00022	0.00019	-0.00061	0.00047	-0.00031	0.0004	0.00052	0.00025	0.00034	0	-0.00019	-0.00003	0.00002	0.00019	-0.00015	0.00029	0.00012	-0.00023	0.00007	0.00014	0.00019	0.00001	-0.0002	0.00018	0.00003	0.00008	0.00005	0.00001	0.00027	0.00001	0.00034	0.0002	0.00005	0.00002	-0.00022	-0.00011	0.00015	-0.00014	-0.00019	0.00005	-0.00007	-0.00024	0.0003	0.00007	0.00013	0.00008	-0.0001	-0.00013	-0.00008	0.00015	-0.00007	0.00003	0.00005	-0.00013	0.00007	0.00001	0.00006	0.00001	-0.00018	-0.00001	-0.00005	0.00001	-0.00003	0.00006	0.00008	0.00002	0.00014	-0.00001	-0.00004	-0.00001	-0.00005	-0.00001	0.00003	-0.00005	0	-0.00002	0.00004	0.00008	0.00003	0	-0.00001	-0.00002	-0.00003	0.00001	0.00011	-0.00006	-0.00006	0.00001	-0.00003	-0.00002	0.00001	0.00014	0.00006	0.00002	-0.0001	0	-0.00006	-0.00002	-0.00002	0.00007	0.00005	-0.00001	0.00014	-0.00002	-0.00002	0.00006	0.00002	-0.00001	0.00002	-0.00001	-0.00004	-0.00002	0.00005	0.00002	-0.00001	-0.00002	0.00003	0.00002	0.00005	0.00003	0.00007	0.00001	-0.00004	-0.00006	-0.00001	-0.00007	-0.00002	0.00004	0.00004	-0.00001	0.00002	-0.00003	-0.00003	0.00001	-0.00003	-0.00002	0	-0.00004	0.00004	0.00003	0.00003	0.00007	-0.00004	-0.00003	-0.00004	-0.00001	-0.00006	0.00003	0.00001	-0.00006	0.00002"
"15	""EAF 25119 lrdm1 corrected flipped_bw.txt""	7.17328	""R""	0.61929	0	0	0.51264	-0.00016	-0.00208	-0.00535	0.00267	0.01632	0.0107	0.01709	0.02146	0.00007	-0.00184	0.00306	-0.00168	-0.00232	0.0072	-0.01062	0.00097	-0.00086	-0.00127	-0.00191	0.0027	0.00061	0.00219	0.00298	-0.00377	-0.00092	-0.00135	0.00091	-0.00134	0.0008	0.00188	-0.0017	0.00142	-0.00022	-0.00001	0.00073	-0.00023	0.00039	0.00034	-0.00019	0.00003	-0.00012	0.00058	0.00054	0.00031	0.00007	0.00007	-0.00043	-0.0002	-0.00007	0.00074	-0.0002	-0.00034	0.00029	-0.00026	0.00008	-0.00007	-0.00011	0.00062	0.00016	0.00029	-0.00009	-0.00031	-0.00015	0.00048	-0.00015	0.00037	-0.00026	-0.00031	-0.00033	-0.00013	0.0003	0.00006	-0.00003	0.00016	-0.00011	0.00016	-0.00018	-0.00009	-0.00022	-0.00028	-0.00009	0.00007	0.00002	-0.00024	-0.0001	-0.00013	0.00018	0.00024	0.0002	0.00013	0.0001	-0.00012	-0.00025	0.00002	0.00006	0.00001	0.00013	-0.00011	-0.00038	0.00012	-0.0001	0.00006	0.00001	-0.0001	-0.00001	-0.00019	0.00017	0.00008	-0.00003	-0.00003	-0.00012	-0.00003	-0.00006	0	0.00008	-0.00006	0.00007	-0.00002	0.00014	-0.00007	0.00004	-0.00002	-0.00013	-0.00004	0.00009	0.00001	-0.00005	0.00001	0.00002	-0.00002	0.00007	0.00005	0.00002	-0.00002	0.00003	0.00008	-0.00004	0.00005	0.00006	0.00003	-0.00005	0.00001	-0.00002	0	-0.00003	0.00007	-0.00001	0	0.00002	-0.00007	-0.00007	-0.00007	0.00002	0.00001	-0.00009	-0.00004	0.00001	-0.00005	0.00005	0.00004	0.00007	-0.00003	0.00004	-0.00003	0.00001	0.00001	0.00004	-0.00003	0.00005	-0.00001	0.00003	0.00003	0.00001	0.00004	-0.00003	0.00005	0.00001	-0.00001	-0.00001	0.00004	0	0.00001	0	-0.00003	-0.00004	-0.00002	-0.00003	0.00003	0.00001	0.00002	0	0	-0.00005	-0.00001	0.00005	-0.00002"
"16	""EAF 25123 lldm1 corrected_bw.txt""	6.57753	""R""	0.61404	0	0	0.51775	0.00551	-0.01009	-0.01803	-0.00544	0.0099	0.00716	0.01159	0.02381	0.00478	-0.00284	0.01194	-0.00015	-0.00524	0.00739	-0.00291	-0.00025	0.00193	0.00312	-0.00046	0.00244	-0.00249	0.00274	-0.00089	-0.00207	0.00089	0.00121	-0.00196	-0.00073	-0.00078	0.00046	-0.00149	0.00041	0.00039	-0.00023	-0.00036	0.00094	-0.00004	0.00017	0.00117	-0.00104	-0.00024	-0.00068	-0.0003	-0.00033	0.00015	0.00019	-0.00063	0.00044	-0.00014	-0.00029	0.00054	-0.0002	0.00004	0.00005	0.00032	-0.00027	-0.00025	-0.00012	-0.00019	0.00038	0.00003	0.00008	-0.0001	0.00007	-0.00014	0.00027	0.00053	-0.00026	-0.00009	0.00001	0.00019	0.00026	0.00011	0.00034	-0.00025	-0.00003	-0.00027	0.00006	-0.0002	-0.00006	0.00004	-0.00006	-0.00028	0.00019	-0.00015	-0.00017	-0.00006	-0.00002	-0.00006	-0.0002	-0.00001	-0.0001	-0.00012	-0.00014	0.00004	-0.00001	-0.00004	-0.00011	0.00014	0	-0.00002	-0.00004	0.00009	-0.00012	-0.00001	0.00002	0.00004	-0.00008	0.0001	0.00005	0.00004	-0.00003	-0.00003	0.00001	-0.00001	0.00011	0.00014	-0.00004	-0.0001	0	-0.00001	0.00005	0.00007	-0.0001	0	-0.00007	0.00004	0.00023	-0.00002	0.00004	-0.00007	0.00013	-0.00008	0.00002	0.00002	-0.00009	-0.0001	-0.00006	-0.00001	0	0.00003	-0.00002	-0.00007	-0.00008	-0.00004	-0.00006	-0.00005	-0.0001	0.00001	-0.00003	0.00001	0.00009	0	-0.00009	0.00001	0.00003	0.00001	0	0.00004	-0.00008	0	-0.00003	0.00009	-0.00003	0.00003	0.00001	-0.00002	0.00005	-0.00001	0.00005	0.00001	0.00002	0.00003	-0.00001	-0.00002	-0.00003	-0.00002	0.00005	-0.00001	0.00003	0.00005	0.00002	0.00006	0	-0.00001	0.00006	0.00003	-0.00002	0.00001	0.00004	-0.00004	0.00005	-0.00001	0.00001	-0.00006	-0.00001"
"17	""EAF 2899 lrdm1 flipped_bw.txt""	7.14299	""R""	0.62305	0	0	0.50934	-0.00402	-0.00399	-0.01158	0.00647	0.01434	0.00752	0.01323	0.02613	-0.00158	-0.00345	0.00427	-0.00528	-0.00372	0.0054	-0.00754	-0.00111	0.00025	0.00132	0.00183	0.00198	-0.00179	0.00309	0.00379	-0.00056	-0.00011	0.00144	-0.00094	-0.0004	-0.00152	0.00187	-0.00295	0.00026	0.00051	0.00082	-0.00025	-0.00076	-0.0003	-0.00013	-0.00019	-0.00098	0.00101	0.00009	-0.00016	-0.00008	0.0004	0.00012	0.00076	-0.00063	0.00069	0.00039	0.00039	0.00034	0.00051	0.00043	0.00013	0.00047	0.00009	0.00035	-0.00018	0.00012	-0.00003	0.00029	-0.00024	0.00018	-0.00013	0.00003	-0.00018	0.00015	-0.00015	0.00002	-0.00006	-0.00005	-0.00016	-0.00008	0.00001	-0.00016	-0.00014	0.00003	0.00003	0.00006	-0.00014	-0.00001	0.00007	0.00009	-0.00013	0.00002	-0.0001	-0.00012	-0.00016	-0.00005	-0.00007	-0.00007	-0.00008	0.00003	0.00012	-0.00004	-0.00008	-0.00014	-0.00007	-0.00002	0.00004	0.00008	0	-0.00012	-0.00007	-0.00015	0.00008	0.00001	0.00006	0.0001	0.00001	0.00009	-0.00011	-0.00001	0.00008	0.00008	-0.00003	0.00011	0.00001	0.00003	-0.00013	0.00006	0.00004	-0.00001	-0.00001	0.00008	-0.00006	-0.00005	-0.00006	0.00003	-0.00006	-0.00002	0.00001	0.00005	0.00004	-0.00001	-0.00001	-0.00003	-0.00004	-0.00003	0.00003	0.00007	0.00001	-0.00002	0	-0.00002	0.00006	-0.00002	0.00003	-0.00002	-0.0001	-0.00001	0.00003	0.00001	0.00002	-0.00001	0	-0.00005	0.00008	0.00003	0.00003	0.00001	-0.00001	0.00002	-0.00003	-0.00002	-0.00001	0.00001	0.00001	0.00001	-0.00003	0	-0.00008	-0.00004	-0.00003	0.00007	0.00001	0.00001	0	0	-0.0001	-0.00005	0.00002	-0.00001	0.00005	0.00004	0.00004	-0.00007	-0.00001	-0.00002	0	-0.00008	0.00009	0.00004	-0.00003	0.00001"
"18	""EAF 4641 lldm1_bw.txt""	7.40745	""R""	0.60338	0	0	0.52709	-0.00429	-0.00552	-0.00889	0.00352	0.01879	0.00443	0.00686	0.00619	0.00248	0.00057	0.00999	-0.00788	0.0058	0.00449	-0.00238	0.00128	0.00205	0.00334	-0.0035	0.00528	0.00275	0.00221	0.00058	0.00105	-0.00032	-0.00086	-0.00109	-0.00154	0.00061	0.00012	-0.00249	0.00105	-0.0003	-0.00048	0.0006	0.00117	0.00015	-0.00062	0.00052	-0.00006	0.00012	-0.00018	-0.00032	-0.00138	-0.00034	-0.0001	-0.00009	0.0003	0.00042	-0.0002	-0.00008	0.00056	-0.00001	-0.00028	-0.00021	-0.00029	0.00028	-0.00025	0.00025	-0.00034	0.00005	-0.00042	0.00007	0.00005	0.00029	-0.00002	-0.00005	0.00026	-0.00007	-0.00021	0.00015	0.0002	0.00003	-0.00012	-0.00002	0.00004	-0.00014	-0.0001	0.00002	-0.00006	0.00004	-0.00002	0.00004	0.00003	-0.00004	-0.00013	-0.0001	0	-0.00002	-0.00008	-0.00013	0.00006	0.00001	-0.00015	0.00006	-0.00009	0.00008	-0.00022	-0.00011	-0.00016	0.00003	-0.00004	0.00011	0.00005	0.00013	-0.00021	0.00004	0.00003	0.00004	0.00001	-0.00007	-0.00008	0.00008	-0.00018	0.00001	0.00004	0.00009	-0.00007	0.00002	-0.00005	0.00007	-0.00016	-0.00001	-0.00002	0.00012	0	0.00007	0.00005	0.00011	-0.00015	0.00004	-0.00002	0.00002	0.00004	-0.00001	0.00002	0	-0.0001	0	0.00014	0	0.00005	0.00004	0.00004	0.00005	-0.00006	0.00007	-0.00013	0.00005	0.00006	-0.00004	-0.00009	0.00005	-0.00001	-0.00002	0.0001	-0.00001	0.00001	-0.00003	0.00016	0.00005	-0.00002	0.00002	-0.00008	-0.00007	-0.00004	-0.00001	-0.00008	0.00005	0.00001	0.00004	0.00006	0.00001	-0.00005	-0.00002	-0.00001	0.00002	0.00002	-0.00003	-0.00002	-0.00002	-0.00006	0.00001	0.00002	-0.00001	0.00001	0.00002	0.00003	-0.00002	-0.00006	-0.00002	-0.00001	0	0.00004	0.00001	-0.00004"
"19	""EAF 7344 lrdm1 corrected fliipped_bw.txt""	7.37274	""R""	0.63106	0	0	0.501	-0.00651	-0.01013	0.00354	0.00652	0.02354	0.00596	0.0079	0.03041	-0.00429	0.00749	0.0067	-0.00284	-0.00517	0.00524	-0.00212	-0.00065	-0.00132	0.00213	-0.00181	0.00082	0.00109	0.00326	0.00019	-0.00044	-0.0002	0.00295	-0.00162	-0.00217	-0.00174	0.0006	-0.00158	-0.00043	0.00039	-0.00152	0	0.00145	0.00069	0.00006	0.00011	0.00076	-0.00093	0.00021	-0.00077	0.00001	-0.00146	-0.00053	-0.00003	-0.00099	-0.00023	-0.00126	0.00113	-0.00045	0.00056	0.00005	-0.00003	0.00062	-0.00015	0.00076	-0.00039	-0.0004	-0.00094	-0.00026	0.00024	-0.00043	0.00048	-0.00056	0.00036	0.00024	0.00045	0.00029	0.00003	0.00035	0.00007	0.00042	-0.00052	-0.00022	-0.00051	-0.00005	0.0002	-0.00047	0.00028	-0.00048	0.0006	0.00048	0.00032	0.00027	-0.00032	0.00054	-0.00015	0.00045	-0.00041	-0.00034	-0.00043	-0.00012	0.00024	-0.00045	0.00025	-0.00029	0.00027	0.00025	0.00027	0.0002	-0.0003	0.00037	-0.0001	0.00018	-0.00046	-0.00018	-0.00013	-0.00014	0.0003	-0.00057	0.00017	-0.00037	0.00035	0.00022	0.00034	0.00013	-0.00031	0.00045	-0.00014	0.00007	-0.00033	-0.00018	-0.00011	-0.00011	0.00031	-0.00033	0.00012	-0.00017	0.00047	0.00015	0.00016	0.00017	-0.00024	0.00035	-0.00005	0.00017	-0.0004	-0.00023	-0.0001	-0.00005	0.00019	-0.00031	0.0001	-0.0001	0.0003	0.00032	0.00009	0.00012	-0.00021	0.00033	-0.00006	0.00009	-0.00031	-0.00031	-0.00008	-0.00002	0.00023	-0.00031	0.00012	-0.00005	0.0003	0.0002	0.00006	0.00008	-0.00025	0.00026	0.00001	0.00008	-0.00025	-0.00021	-0.00005	-0.00002	0.00023	-0.00023	0.00005	-0.00002	0.00019	0.00027	0.00004	0.00004	-0.00027	0.0002	-0.00004	0.00003	-0.00019	-0.00023	0	-0.00001	0.00029	-0.00022	0.00001	0	0.0002	0.00022"
"20	""EAF 7352 lldm1_bw.txt""	6.36674	""R""	0.62138	0	0	0.51104	0.00481	-0.01084	-0.01524	-0.00563	0.02052	0.00367	0.00352	0.01555	0.00267	-0.00687	0.00663	0.0019	0.00487	0.00031	-0.00484	-0.00051	-0.001	-0.00047	0.00116	0.00252	0.00029	-0.00222	-0.00037	0.00464	-0.00143	0.00007	-0.00004	-0.0004	-0.00053	-0.00135	0.00131	-0.00226	-0.00046	0.00029	0.0008	-0.00109	0.00048	-0.00062	-0.0008	0.00053	0.00047	0.00064	-0.00046	-0.00051	-0.00009	-0.00043	0.00115	0.00029	0.00088	0	-0.00037	-0.00041	-0.00035	0.00002	-0.00051	-0.00006	0.00039	-0.00028	-0.00004	0.00087	0.00007	0.00029	0.0008	-0.0002	-0.00026	0	0.00029	0.00026	0.0001	0.00035	-0.00031	0.00001	-0.00037	0.00014	-0.00011	-0.00009	-0.00005	0.00004	-0.00017	0.00021	-0.00011	0.00005	0.00006	-0.00005	-0.0001	-0.00007	0.00001	-0.00021	-0.00004	-0.00004	-0.00012	-0.00006	0.00005	0.00015	0.00011	-0.00003	-0.00006	-0.00009	0.00002	0.00004	0.00023	0.00005	-0.00016	-0.00014	-0.00005	-0.00003	0.00012	-0.00007	0.00013	-0.00002	0.00008	0.00018	0.00008	0.0001	0	-0.00009	0.00002	0.00011	0.00007	0.00002	0.00012	-0.00003	-0.00008	0.00008	-0.00003	0.00012	-0.00002	0	-0.00001	-0.00012	-0.00009	0.00005	-0.00003	0.00006	-0.00005	0.00009	0.00001	0.00002	0.00022	-0.00005	-0.00005	-0.00002	-0.00002	-0.00008	0.00004	0.00005	-0.00014	0	-0.00005	-0.00003	-0.00004	0.00003	0.00005	-0.00001	0.00003	0	0	-0.00001	0.0001	-0.00003	0.00001	0.00002	0.00005	0.00002	0.00001	0.00002	-0.00007	-0.00003	0.00001	0.00002	-0.00008	0.00001	-0.00002	0.00004	0.00011	0.00009	0.00001	-0.00002	0.00006	0	-0.00004	0.00005	-0.00009	-0.00004	-0.00002	0	-0.00004	0.00002	-0.00002	0	0.00001	0.00003	0.00001	0.00001	0.00004	-0.00002"
"21	""EAF 7361 lrdm1 corrected flipped_bw.txt""	6.94234	""R""	0.61673	0	0	0.51582	-0.00495	-0.00805	-0.0141	0.00975	0.01726	0.01442	0.02101	0.01536	-0.00339	-0.00103	0.01135	-0.00277	-0.00023	0.01173	-0.00904	0.00156	-0.00253	0.00212	-0.0034	0.0025	0.00167	0.0041	0.0002	-0.00323	-0.00157	-0.00014	0.0004	-0.00089	0.00137	0.00119	-0.00197	0.00137	-0.00052	0	-0.00034	-0.00132	-0.0001	-0.00035	0.00003	0.00055	0.00014	0.00014	0.00112	0.00017	-0.00109	-0.0002	-0.0003	0.00055	0.00016	0.00062	0.00008	-0.00043	-0.0007	-0.00023	0.00012	-0.00055	0.00016	0.00058	0.00012	0.00042	-0.00014	-0.00029	-0.00066	0.00007	-0.00041	0.00037	-0.0001	0.00014	0.0003	-0.00087	-0.00004	-0.00051	-0.00035	0.00038	0.00028	-0.00008	0.00045	-0.00063	0.00014	0.00027	-0.00044	0.00044	-0.00018	0.00007	0.0003	-0.00058	-0.00008	-0.00005	-0.00034	0.00013	-0.00007	-0.00015	0.00044	-0.00032	0.00021	-0.00007	-0.00019	0.00009	-0.00002	-0.00007	0.00036	-0.00003	0.00019	0.00019	-0.00014	-0.00001	-0.00012	-0.0001	0.00018	0.0001	-0.00007	0.00019	-0.00003	-0.00006	0.00008	-0.00012	0.00013	0.00008	0.00001	-0.0001	0.00005	0	0.00003	0.00001	0.0001	0.00017	0.00004	0.00008	-0.00002	0.00006	0.00007	0.00009	0.00005	0.00005	-0.00014	-0.00003	-0.00005	0.00003	-0.00005	0	-0.00001	0.00002	-0.00001	0.00003	-0.00008	-0.00002	-0.00004	0.00014	0	0.00003	0.00001	-0.0001	-0.0001	-0.00007	-0.00002	-0.00009	0.00006	0	-0.00005	-0.00006	-0.00002	-0.00005	-0.00001	0.00003	0.00007	0.00001	0.00006	0	-0.00004	-0.00003	0.00007	0.00003	0.00004	0.00001	-0.00002	-0.00001	-0.00005	0.00002	-0.00001	0	0.00005	0.00001	0	-0.00001	-0.00002	0.00001	0	0	0.00007	0.00001	-0.00002	-0.00003	-0.00006	0.00001	0	0.00002"
