"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"11	""EAF 17590 lldm2 O_bw.txt""	8.34248	""R""	-0.60473	0	0	-0.52567	0.00572	0.00083	0.00252	-0.00888	-0.00678	-0.00096	-0.00182	-0.02249	0.00509	-0.00203	-0.00555	0.00227	0.00299	0.00431	0.00793	0.00503	0.00058	-0.00378	0.00097	0.0018	-0.0001	0.0035	-0.00561	-0.00059	-0.00117	-0.00063	0.00232	0.00046	-0.00027	0.00003	0.00053	0.00036	0.00015	0.00042	-0.00068	-0.0016	-0.0006	-0.00005	0.00012	0.00019	0.0007	-0.00014	-0.00015	0.0004	0.00012	-0.00011	-0.00029	-0.00053	-0.0001	-0.00016	0.00001	0.00054	0.00041	-0.00031	0.00009	-0.00006	-0.00038	0.00029	0.00038	-0.00001	0.00038	-0.00012	0.00011	0.00003	-0.00027	0.00023	-0.00022	-0.00018	0.00028	-0.00002	-0.00007	0.0001	-0.00021	-0.00015	-0.00028	0.00003	0.00013	-0.00006	0.00006	0.00008	-0.00026	-0.00029	0.00002	0.00007	0.00001	0.00004	0.0002	0	-0.00021	-0.0002	0.00002	-0.00007	0.00002	0.00012	-0.00012	0.00002	-0.00009	-0.00009	0.00006	-0.00005	0.00009	0.00009	0.00004	-0.00011	0	0.00004	0.00003	-0.00004	0.00006	0.00014	0.00005	0.00016	0.00004	0.00009	0.00006	-0.00005	-0.00002	0.00005	-0.00011	-0.00004	-0.00004	0.00002	-0.00009	0.00009	-0.00006	-0.00008	-0.00004	0.0001	-0.00006	-0.0001	-0.0001	-0.00006	-0.00008	-0.00012	0.00002	-0.00006	-0.00001	-0.00011	0.00006	0	0.00001	0.00002	0.00011	-0.00004	-0.00003	-0.00004	0.00005	0.00007	0.00008	0.00004	-0.00008	-0.00004	-0.00004	0.00003	0.00001	-0.00005	0.00006	-0.00003	-0.00004	0.00005	0.00001	-0.00001	-0.00004	-0.00002	-0.00001	-0.00002	0.00005	0.00004	0.00001	-0.00004	-0.00002	0.00001	0.00003	0.00003	0.00002	-0.00008	0.00003	-0.00002	0.00003	-0.00003	0.00005	0	-0.00002	0.00002	0.00004	0	-0.00002	0.00004	0.00001	-0.00003	-0.00004	0.00003	-0.00002	-0.00002	0.00002	0.00001"
"12	""EAF 18492 lrdm2 O corrected flipped_bw.txt""	8.45671	""R""	0.60115	0	0	0.52871	0.00117	0.00134	-0.00128	-0.00098	0.00732	0.00323	0.00348	0.02184	0.00167	-0.00638	-0.00822	0.00041	-0.00522	0.00132	-0.00314	-0.00194	-0.00109	-0.00257	0.00909	0.00184	0.00042	0.0014	0.00292	-0.00455	-0.00129	-0.00011	-0.00495	-0.0006	0.00217	0.00124	-0.00227	0.00167	-0.0003	-0.00172	0.00129	-0.00032	0.00025	0.00027	0.00136	0.00041	-0.0005	0.00002	0.00104	0.00041	-0.00002	0.00059	-0.00088	-0.00022	0.00017	0.00012	-0.00078	-0.0006	-0.00048	0.00002	0.00013	0.0005	-0.00005	-0.00009	0.00029	0.00062	-0.0005	0.00006	0.00003	-0.00017	0.00001	0	0.0001	-0.00043	0.00012	0.00022	0.00002	-0.00058	0.00024	-0.00005	-0.00022	-0.00009	0.00012	-0.0001	-0.00027	0.00039	-0.00008	-0.00009	0.00007	0.00053	-0.00029	-0.00014	0.00012	0.0003	-0.00021	0.0001	0.00018	-0.00025	-0.00018	-0.00011	0.00001	-0.00043	0.0001	-0.00003	-0.00024	-0.00014	0.00014	-0.00012	-0.00005	-0.00005	0.00007	-0.00013	0.00001	0.00012	0.00011	-0.00001	0.0001	0.00009	0.00004	-0.00005	0.00007	-0.00001	0.00006	0	-0.00005	0.00007	0.00003	-0.0001	-0.00007	-0.00002	-0.00005	-0.00004	0.00002	-0.00003	-0.00004	-0.00003	0.0001	0.00007	-0.00003	-0.00002	-0.00004	0.00003	0.00001	0.00001	-0.00005	-0.0001	0.00003	-0.00005	0.00003	-0.00006	0.00004	-0.00001	0.00004	0.00003	0.00004	0	0.00003	0.00002	0	0.00004	0.00002	0.00001	0.00007	0.00003	-0.00001	-0.00002	0.00004	0.00009	0.00003	-0.00003	0.00004	-0.00002	-0.00004	0.00004	0.00002	0.00003	-0.00006	0.00001	0.00001	-0.00003	0.00004	-0.00001	-0.00001	0.00003	0.00004	0.00002	0.00003	0.00002	-0.00001	-0.00001	0	0.00002	-0.00002	-0.00003	0.00004	0.00001	0.00002	0.00002	0	-0.00002	-0.00001	0.00003"
"13	""EAF 19226 lrdm2 O corrected flipped_bw.txt""	8.63087	""R""	0.59673	0	0	0.53306	0.00524	0.00451	0.00122	-0.00471	0.00733	0.00491	0.00698	0.01645	0.00434	-0.00055	-0.0048	-0.00045	-0.00316	-0.00118	-0.00877	-0.00052	-0.00156	0.0003	0.00473	0.00549	-0.00085	-0.00169	0.00463	-0.00153	-0.003	0.00087	-0.00248	-0.00207	0.0006	0.00183	0.00039	-0.00068	-0.00037	-0.00118	-0.0007	-0.00052	0.00038	0.00114	-0.00069	0.00096	-0.00027	-0.00104	0.00081	0.00012	-0.00071	0.00038	-0.00027	0.00019	-0.00002	0.00034	0.00059	-0.00006	-0.00059	0.00024	0.00029	-0.00018	0.00005	0.00046	-0.00033	0.00001	-0.00021	0.00027	-0.00005	-0.00025	0.00003	0	-0.00019	-0.00009	-0.00013	0.00028	0	0.00017	0.00007	-0.00009	0.00007	-0.00007	-0.00013	0.00021	-0.00003	-0.00008	0.00012	0.00005	0.00018	0.00008	-0.0001	-0.00003	-0.00025	-0.00002	0.00003	0.00007	-0.00016	0.00005	0	-0.00011	0.00014	-0.0001	0.00011	-0.00005	-0.00001	-0.0001	-0.00005	-0.00002	0.00002	0.00011	0.00013	-0.00001	0.00006	0.00004	-0.00013	0.00005	0.00008	0.00004	0.00014	0.00005	0.00004	-0.00006	-0.00012	0.00003	-0.00013	-0.00009	0.00007	0.00005	-0.00006	0.00013	-0.00002	0.00004	0.00015	0.00001	-0.00009	0	0.00004	0.00007	-0.0001	0.00009	-0.00004	0.00007	-0.00009	0.00001	-0.00005	-0.00006	-0.00008	0.00003	-0.00002	-0.00005	0.00005	-0.00004	-0.00002	-0.00013	-0.00008	-0.00005	-0.00007	-0.00001	0.00009	-0.00003	0.00002	0.00008	-0.00002	-0.00005	0.00005	-0.00001	0.00003	-0.00004	-0.00003	0	0.00002	-0.00001	0.00002	-0.00005	0.00005	0	0.00005	-0.00004	0.00002	0.00003	0.00002	0.00006	0.0001	0	-0.00004	-0.00001	-0.00004	0	-0.00007	0.00002	0.00004	-0.00004	-0.00002	0.0001	-0.00004	-0.00001	0.00006	-0.00002	-0.00005	0	0.00008	0"
"14	""EAF 25068 lldm2 corrected_bw.txt""	8.88786	""R""	0.60023	0	0	0.53018	0.00829	0.00152	0.00532	-0.00958	0.00427	0.0076	0.00846	0.02026	0.00438	-0.0006	-0.00443	0.00292	-0.00591	0.0057	-0.00266	-0.00285	-0.00089	0.00159	0.00578	0.00359	-0.0028	0.00401	0.00141	0.0002	-0.00122	0.00154	-0.00351	-0.00213	-0.0014	0.00268	-0.00098	-0.00071	-0.0001	-0.00091	-0.00028	0.00065	-0.00023	0.00054	-0.00106	-0.00066	-0.0001	-0.00051	0.00059	-0.00064	0.00009	-0.00081	-0.00033	0.00006	0.00039	0.00018	0.00019	0.00004	-0.00043	-0.00067	0.00066	0.00042	0.00022	-0.00025	-0.0006	0.00007	-0.0001	0.00003	0.00005	-0.00072	-0.00003	-0.00036	0.00039	0.00012	0.00026	0.0002	0.0001	0.00021	-0.00009	0.00011	0.0002	-0.00004	-0.00003	0.00023	0.00001	0.0002	0.00015	0.00018	-0.00016	-0.00013	-0.00008	0.00018	-0.00002	-0.0001	0.00002	0.00011	0.00014	0.00022	0.00015	0.00008	-0.00004	-0.00015	-0.00019	0.00015	-0.00006	0.00005	0.00011	-0.00008	-0.00013	0.00015	-0.0002	-0.00009	-0.00024	0	-0.00011	-0.00006	0.0001	0.00003	-0.00008	-0.00025	0.00004	-0.00011	-0.00013	0.00006	0.00002	-0.00002	0.00003	-0.00014	0.00011	-0.00003	-0.00009	0.00004	0	0.00001	0.00007	0.00003	0.00005	0.00002	-0.00002	-0.00002	-0.00004	-0.00009	0.00007	0	-0.00007	0.00001	0.00009	-0.00003	0	-0.00004	0.00007	-0.00006	0.00002	-0.00001	0.00011	0	0.00003	0.00002	0.00006	-0.00007	-0.00008	-0.00001	0.00001	0.00003	0.00002	0.00008	0.00004	-0.00003	0.0001	0.00005	-0.00004	0.00004	-0.00001	-0.00003	-0.00003	0.00005	-0.00002	0.00004	0.00001	0.00002	-0.00002	-0.00002	-0.00003	0.00008	0.00003	-0.00003	0.00002	0	-0.00002	-0.00001	0.00003	0.00004	-0.00008	-0.00006	0.00001	0.00002	0.00004	0.00003	0.00006	-0.00006	-0.00002	0.00003"
"15	""EAF 25088 lldm2 O_bw.txt""	8.70411	""R""	0.60138	0	0	0.52871	0.00548	0.00343	0.00472	-0.00811	0.00768	0.00553	0.00428	0.02004	0.00185	-0.00285	-0.00896	0.00558	-0.0049	0.0027	-0.00258	-0.00019	-0.00264	-0.00106	0.00783	0.00194	-0.00144	0.00149	0.00145	-0.00297	-0.00119	0.00174	-0.00258	-0.00323	0.00067	0.00099	-0.00101	0.00007	0.00114	-0.00074	-0.00096	0.00007	0	-0.00017	-0.00066	0.00027	-0.00014	-0.00062	0.00082	0.00137	-0.00007	0.00024	0.00091	0.00036	-0.00064	0.00016	0.00028	-0.00043	-0.00008	0.00022	-0.00025	-0.00036	-0.00027	0.00048	0.00025	-0.00004	-0.00005	-0.00012	-0.00029	0.00006	-0.00012	0.00015	-0.00066	-0.00025	-0.00008	0.00001	0.00032	-0.00001	0.00008	-0.00017	0.0002	0.00028	-0.00007	-0.00006	-0.00038	0.00019	0.00009	-0.00026	-0.00017	-0.00032	0.00008	-0.00025	0.00021	-0.0004	0.00015	-0.0001	0.00031	0.00012	0.00005	-0.00005	0.00002	0.00026	0.00013	0.00009	-0.00009	-0.00006	0.00001	0.00003	0.00001	-0.00004	-0.00002	0.00001	-0.00004	0.00028	0.00003	-0.00002	-0.00006	0.00001	-0.00012	-0.00005	0.00001	-0.00019	0.00005	-0.00003	0.00006	-0.00009	0.00002	0.00004	0.00006	0	0.00005	-0.00004	-0.00007	0.00009	0	-0.00001	-0.00009	0.00004	-0.00005	-0.00003	0.00007	0.00006	-0.00003	0.00001	0.00009	0.00002	-0.00002	0.00002	0	-0.0001	0.00002	0.00002	-0.00004	-0.00009	0.00007	0.00002	-0.00003	0	0.00008	-0.00004	-0.00006	-0.00001	0.00003	0.00001	0.00002	0	-0.00001	-0.00001	0.00008	0.00011	0.00001	0	-0.00003	0.00007	0.00002	-0.00001	-0.00008	-0.00011	-0.00001	-0.00005	-0.00002	-0.00006	0.00005	-0.00001	0.00009	0.00004	-0.00003	-0.00005	0.00003	0.00006	-0.00001	0	-0.00006	0.00004	-0.00002	0	-0.00001	-0.00004	-0.00004	-0.00002	0.00001	0.00001"
"16	""EAF 25119 lrdm2 O corrected flipped_bw.txt""	8.77919	""R""	0.60445	0	0	0.52578	0.00044	0.00339	0.00404	-0.00017	0.00424	0.00058	0.00228	0.0272	0.00055	0.00008	-0.00385	-0.00063	-0.00729	-0.00089	-0.00507	-0.00502	-0.0007	-0.0006	0.00219	0.00197	-0.00052	0.00132	0.00661	-0.00238	-0.00041	-0.00029	-0.00179	-0.00176	0.00132	0.00259	-0.00303	0.00016	0.00024	-0.00028	0.00152	0.00052	0.00091	0.00056	0.00035	0.00023	-0.00031	0.00017	-0.00069	0.00049	0.00017	0.00009	-0.00063	0.00032	0.00038	-0.00004	0	-0.00121	-0.00011	-0.00029	0.00029	0.0001	0.00017	0.00002	0.00033	0.00104	-0.00036	0.00021	0.00029	0.00008	-0.00007	0.00007	-0.00026	-0.00038	-0.00007	0.00023	-0.00025	-0.00041	-0.00003	0	0.00005	0.00013	0.00004	-0.00001	-0.00009	0.00027	-0.00007	-0.00004	0.00004	-0.00007	-0.00006	-0.00006	0.00004	-0.00008	0	0.00011	0.00006	-0.00001	-0.00001	0.00002	0.00011	0.00002	0.00002	-0.00007	-0.00021	-0.00002	-0.00007	-0.00001	-0.00007	-0.00001	0.00004	-0.00005	0.00013	0.00001	-0.0001	-0.0001	-0.00012	0.00008	0.00008	0.00003	0.00003	-0.00006	-0.00007	-0.0001	0.00012	-0.0001	0.00009	0.00012	0.00006	0.00005	-0.00002	0.00004	0.00009	0.00005	0.00003	0.00011	-0.00005	-0.00003	0.00004	0.00003	-0.00013	-0.00012	0.00003	0.00002	-0.00004	0.00005	0.00002	-0.00002	0.00005	0.0001	-0.00003	-0.00001	0	0.00002	-0.00005	0.00002	0.00002	0.00003	-0.00003	0.00004	0.00008	-0.00003	-0.00002	0.00005	0.00003	-0.00007	-0.00003	0.00006	-0.00005	0.00001	0.00002	0.00004	-0.00004	0.00001	-0.00004	0	-0.00004	0.00002	0	0.00002	0	0.00003	-0.00002	-0.00004	0	-0.00003	-0.00001	0	0	-0.00001	0.00002	-0.00003	0.00002	-0.00003	0.00002	-0.00002	-0.00003	-0.00002	0.00002	-0.00003	-0.00001	0.00004"
"17	""EAF 25123 lldm2 O_bw.txt""	7.94602	""R""	0.59244	0	0	0.53708	0.00789	-0.0056	-0.0062	-0.00921	0.00583	0.00228	0.00162	0.01402	0.00278	-0.00607	-0.00211	0.00679	-0.00223	-0.00072	-0.00315	-0.0019	-0.00094	-0.00163	0.00484	-0.00118	-0.00018	0.00002	0.00343	-0.0001	0.00001	0.00189	-0.0003	-0.00044	0.00033	-0.00001	-0.00239	-0.00061	0.00023	0.00086	-0.00055	-0.00001	0.00014	-0.0011	0.00026	0.00071	-0.00034	0.00059	0.00017	0.00062	-0.00014	-0.00023	0.00054	-0.00012	-0.00024	0.00029	-0.0002	-0.0004	0.00014	0.00012	-0.00003	-0.0001	-0.00023	0	0.00006	0.00021	0.00004	0.0002	0.00011	0.00006	-0.0002	-0.00011	-0.00031	-0.00021	0.00012	0.00021	-0.00015	-0.00015	0.00013	-0.00024	0.00003	-0.00008	-0.0001	0.00013	0.0001	0.00042	0.00007	-0.00015	0.00012	0.00015	-0.00021	0.00006	-0.00009	-0.00024	0.00008	-0.00001	0.00005	-0.00014	0.00008	-0.00007	-0.00007	-0.00017	0.00013	-0.00004	-0.0001	-0.00001	0.00021	-0.00012	0.00001	-0.00001	-0.00003	-0.00008	-0.00002	0.0002	0.00015	0.00002	0.00013	0.00009	-0.00012	-0.00003	0.00007	-0.00004	0.00003	0.00012	0.00005	0.00007	-0.00001	-0.00005	-0.00002	-0.00011	-0.00001	0.00016	0	-0.00006	0	-0.00005	0.00002	0.00005	0.00002	0.00015	-0.00006	0.00003	-0.00004	0.00001	0.00003	0.00003	0.00001	0.00002	-0.0001	0.00001	-0.00005	0.00002	0	0.00003	-0.00002	-0.00002	0.00006	0	-0.00005	0.00004	0.00003	-0.00001	0.00002	0.00002	-0.00001	-0.00006	0.00002	0.00002	-0.00006	-0.00005	0	0	-0.00001	0.00007	0.00003	-0.00001	0.00001	0.00003	-0.00005	0.00003	0.00004	0.00002	0.00003	0.00002	0.00001	-0.00003	-0.00004	-0.00001	-0.00005	-0.00001	0.00005	0.00003	0.00001	-0.00001	-0.00006	-0.00006	0.00001	0.00002	0.00004	0.00005	0	-0.00001"
"18	""EAF 2899 lrdm2 O flipped_bw.txt""	8.51335	""R""	0.60487	0	0	0.52552	0.00294	0.00543	0.00595	-0.00333	0.00896	-0.00094	-0.00191	0.01833	0.00233	0.00313	-0.00257	0.0002	-0.00257	-0.00116	0.00021	-0.00143	-0.00238	0.00045	-0.00042	0.0052	-0.0009	0.00118	0.00259	-0.00021	-0.00287	0.00044	0.0006	-0.00259	0.00045	0.00169	-0.00106	-0.00118	-0.00061	0.00054	-0.0002	-0.0002	0.00122	0.00035	-0.00032	-0.00034	-0.00004	0.00026	-0.00022	-0.00024	0.00062	-0.00021	-0.00021	0.00077	-0.00001	0.00008	-0.00006	0.00017	0.00004	-0.0002	0.00021	0.0001	-0.00022	-0.00013	-0.00015	0.00022	0.00007	0.00002	0.00015	-0.00019	-0.0002	-0.00033	-0.00008	-0.00022	0.00015	0.0001	-0.00006	0.00007	-0.00011	-0.00036	0.00003	0.00003	0	0.00012	0.00011	0.00006	-0.00004	-0.00013	0.00014	-0.00011	0	0.00003	-0.00017	-0.00003	0.00001	0.00008	0.00007	0	0.00009	-0.00006	0.00004	-0.00004	-0.00008	0.00006	-0.00009	0.00011	0.00003	0.00001	0.00007	0.00011	-0.00012	-0.00003	-0.00005	-0.00005	-0.00004	0.00007	0.00001	0.00001	-0.00005	-0.00001	0.00009	-0.00001	-0.00005	0.00007	0	-0.00003	0.00002	0.00001	-0.00005	-0.00005	-0.00008	0.00003	-0.00005	0.00009	0.00009	-0.00008	-0.00007	-0.00006	-0.00008	0.00002	0.00004	-0.00008	0.00007	-0.00012	-0.00001	0.00007	-0.00001	0.00007	0.00004	0	0.00003	-0.00008	0.00006	-0.00003	0.00003	0.00006	-0.00006	-0.00004	0	-0.00005	-0.00002	0.00005	0.00003	0.00003	0.00004	0.00004	-0.00003	-0.00004	0	-0.00001	0	0.00004	-0.00002	0	-0.00004	-0.00002	0.00002	0.00002	0.00001	0.00005	0.00002	-0.00001	0	-0.00005	-0.00005	-0.00005	-0.00001	0.00005	0	0.00003	0.00002	-0.00003	0.00006	0.00001	0	0.00001	-0.00007	-0.00004	-0.00001	0.00001	-0.00001	0.00002"
"19	""EAF 4641 lldm2 O_bw.txt""	8.82097	""R""	0.56955	0	0	0.55931	-0.0069	-0.00748	-0.00436	0.00499	0.0123	-0.00453	-0.00247	-0.01077	-0.00198	-0.00561	0.00177	-0.00312	0.0091	-0.00098	0.00167	0.0056	0.00008	-0.00037	0.002	0.00071	-0.00039	-0.00339	-0.00475	0.00281	-0.00143	-0.00035	-0.00122	0.00002	-0.00132	-0.00461	0.00208	-0.00096	0.00048	-0.00141	0.00056	-0.00172	0.0009	-0.00097	0.00138	-0.00076	0.0015	0.00042	0.00092	0.00035	0.0009	0.00065	0.00059	0.00046	0.0002	0.00111	-0.00008	0.00044	-0.00024	0.00061	-0.00024	0.00044	-0.00015	0.0004	-0.00035	0.00001	-0.00033	-0.00002	-0.00024	-0.00033	-0.00012	-0.00007	-0.00019	0.00008	0.00011	0.00009	0.00023	-0.0001	0.00002	-0.00011	0.00002	-0.00032	-0.0001	0.00033	0.00003	0.00017	0.0001	-0.00016	0	0.00006	-0.00023	-0.00007	-0.00029	0.00001	0.00018	-0.00019	0.00005	-0.00013	0.00001	-0.00033	-0.00003	-0.00012	0.00033	-0.00022	-0.00015	0.00006	0.00008	-0.0001	0.00017	0.00009	0.00018	-0.00016	0.0001	0.00007	-0.00002	0.00006	0.00001	0	0.00005	-0.00001	0.0001	0.00002	-0.00009	-0.00005	-0.00001	0.00005	-0.00006	0	-0.00003	0.00012	0.00001	0.00007	0.00014	-0.00015	-0.00007	0.00005	0.00007	-0.00009	0.00003	0.00019	-0.00001	0.00005	-0.00002	0.00003	-0.00008	0	0	0.00006	-0.00011	-0.00008	-0.0001	-0.00008	-0.00004	0.00007	0.00006	-0.00003	-0.00001	0.00001	-0.00012	-0.00009	0.00003	-0.00002	0	-0.00004	-0.00005	0.00004	-0.00001	-0.00005	-0.00002	-0.00005	0.00003	-0.00008	-0.00003	-0.00005	-0.00005	-0.00001	0.00004	0.00008	0.00002	-0.00005	0.00005	0.00005	-0.00007	-0.00001	-0.00002	-0.00005	0.00001	-0.00005	-0.00003	-0.00003	0.00001	0.00001	0.00005	-0.00002	0.00005	-0.00005	0.00004	-0.00001	-0.00004	0.00007	0.00003	0.00006"
"20	""EAF 7340 lrdm2 O corrected_bw.txt""	8.5373	""R""	0.59029	0	0	0.53927	0.00444	0.00625	0.00848	-0.00661	0.00211	-0.00004	0.00174	0.01532	0.00145	0.00851	0.00374	0.00489	-0.00551	0.00079	-0.00006	-0.00104	-0.00119	0.0019	-0.00685	-0.00032	-0.00247	-0.00071	-0.0018	-0.00085	-0.00019	-0.00234	0.00097	-0.00081	-0.00104	-0.00059	0.00114	-0.00045	0.00034	-0.00113	0.00055	-0.00003	-0.00047	0.00009	0.00008	0.00002	-0.00003	-0.00047	0.00021	0.00048	0.00019	0.00005	-0.00019	-0.00031	0.00008	-0.00009	0	-0.00029	0.00035	0.00005	0.00001	0.00019	0.00028	0.00009	0.00004	-0.00017	0.00029	-0.00001	-0.00009	-0.00029	0.00028	-0.00003	-0.00014	0.00007	0.0002	-0.00008	0.00011	0.00029	0.00005	0.00006	0.00024	0.00021	-0.00019	0.00002	-0.00005	0.00022	-0.00013	0.00004	-0.00023	0.00002	-0.00025	-0.00003	-0.00005	-0.00015	-0.00001	-0.00013	-0.00003	-0.00016	-0.00007	0.00001	0.00008	-0.00006	0.00001	-0.00009	0.00014	0.0001	-0.00006	-0.00002	-0.00007	0.00002	-0.00003	-0.00006	-0.00007	-0.00005	-0.00001	-0.00002	0.00005	0	0.00006	-0.00002	0.00006	-0.00003	0.00006	0.00006	0.00003	-0.00006	0.00008	0.00002	-0.00004	-0.00004	0.00008	-0.00002	-0.00009	0.00001	-0.00001	-0.00002	0	0.00014	0.00002	-0.00005	0.00009	0.00007	-0.00011	0.00006	0.00008	0	-0.00004	-0.00001	-0.00004	0.00002	-0.00013	0.00005	-0.00009	0.00003	0	-0.00004	-0.00002	-0.00008	-0.00005	-0.00005	-0.00003	-0.0001	0.00002	-0.00001	0.00004	0.00003	0.00005	-0.00004	0.00006	-0.00004	0	0	-0.00002	-0.00001	0.00009	0	0	0.00001	-0.00001	0.00002	0.00006	0.00002	0.00006	0.00001	-0.00001	0.00002	-0.00001	0.00002	-0.00005	0	-0.00002	0.00004	0.00004	0.00005	0.00002	-0.00001	0.00001	-0.00003	-0.00009	0.00003	-0.00004	0.00005"
"21	""EAF 7344 lrdm2 O corrected_bw.txt""	9.09616	""R""	0.60051	0	0	0.52943	0.00382	0.00131	-0.00382	-0.00272	0.00251	0.0047	0.00811	0.02568	0.00599	0.00081	0.00539	-0.00333	-0.00908	0.00516	-0.00258	-0.00407	0.00258	0.00226	-0.00294	0.00582	-0.00309	0.00068	-0.00165	-0.00075	0.00119	-0.00132	-0.00093	-0.00471	-0.00124	-0.00083	-0.00052	-0.00132	0.00122	-0.00064	0.0006	0.00292	0.00009	0.00016	0.00217	0.00065	-0.00053	0.00044	0.00115	-0.00056	0.00002	0.0005	-0.00155	-0.00036	-0.00026	0.00057	-0.00107	0.00032	0.00058	-0.00031	0.00039	-0.00012	0.00023	-0.00035	-0.00036	-0.00102	0.0002	-0.0002	-0.00036	0.00024	0.00042	-0.00008	0.00071	0.00058	-0.00005	0.00009	0.0007	0.00003	0.00018	0.00015	-0.00015	-0.00025	-0.00008	0.00022	-0.00041	0.00002	0.00011	-0.00003	-0.00014	0.00031	0.00011	0.00002	0	-0.00019	0	-0.00015	-0.00011	-0.00011	0.00004	0.00002	0.00007	0.00027	-0.00007	0.00004	0.00032	0.00001	-0.00004	0.00001	-0.00004	-0.00017	-0.00007	0.00001	-0.00028	0.00003	-0.00003	-0.00016	-0.00007	0.00017	-0.00007	-0.00009	0.00009	0	0.00004	-0.00016	-0.00007	-0.00015	-0.00007	-0.00007	-0.00007	0.00008	-0.00005	-0.0001	0.00013	0.00015	-0.00005	-0.00007	0.00002	-0.00018	0.00004	-0.00002	-0.00006	-0.00021	0.00012	-0.00004	0.00008	0.00002	0.00014	0.0001	0.00021	0.00004	0.0001	0.00007	-0.00001	0.00001	0.00003	0.00011	-0.00017	0.00015	-0.00002	0.00005	0.00002	0.00011	-0.00007	-0.00003	0	-0.00008	-0.00003	0.00006	-0.00004	-0.00008	-0.00001	-0.00009	-0.00006	0.00003	-0.00003	0.00004	0.00004	0.00006	-0.00003	-0.00004	0.00009	-0.00004	-0.00005	-0.00004	-0.00013	0	-0.00004	-0.00004	-0.00004	0.00008	-0.00003	-0.00012	0.00005	-0.00003	0.00001	-0.00003	0.00001	-0.00012	0.00004	-0.00003	0.00003	-0.00001"
